,Date,User,Tweet
1496,2021-07-20 06:06:12+00:00,airon_douron,"문 대통령, 피할 수 없다면 당당하게 맞서며 주도해야 한다! 2050 탄소중립 실천과 ‘지역중소기업육성법’ 제도까지. 국무회의 풀버전. https://t.co/pjJ9H1s8kO 출처 @YouTube"
1497,2021-07-20 04:18:39+00:00,fritillariamk,"당장의 피해를 최소화하는 노력과 함께 능동적이고 적극적인 자세로 변화의 흐름을 타고 위기를 기회로 바꿔야 할 것
-피할 수 없다면 당당하게 맞서며 주도해야 한다. 범국가적 차원에서 온실가스 감축 목표 상향과 2050 탄소중립 시나리오를 면밀하게 준비해 보다 속도있게 실천하고 저탄소 경제"
1498,2021-07-20 02:20:58+00:00,3162005,"경상북도, 2050 탄소중립 실현과 온실가스 감축에 앞장서  백영애 기자 기자 https://t.co/oyGpev0Sfc"
1499,2021-07-19 14:06:44+00:00,choibc5303,"성남시는 ‘2050 탄소중립 실현을 위한 기후변화대응 기본계획 수립 용역’에 착수한다고 19일 밝히고, 온실가스 감축 로드 맵, 추진 전략을 수립한다. https://t.co/nEI2DAjv3w"
1500,2021-07-19 09:31:31+00:00,withyou3542,"#2050탄소중립 정책 동참

행정안전부 정부청사관리본부는 「2050 탄소중립」 정책에 적극 동참하기 위해 2025년까지 정부세종청사 업무용 승용차 전체(7대)를 전기·수소차로 전면 교체할 계획입니다. #한국판뉴딜 #그린뉴딜 

자세히보기👉https://t.co/GdLhnJNoTB https://t.co/RnWgGkiHvy"
1501,2021-07-19 04:57:04+00:00,it_newsbot,"UNDERkg 새 소식 : LG전자, 2030년 탄소중립 이어 2050년 재생에너지 100% 전환 https://t.co/kiVE3pddy7 https://t.co/OrQs6HYEjs"
1502,2021-07-19 03:47:16+00:00,gdn_newskorea,[경기도민신문] [성남시] 성남시 ‘2050 탄소중립’ 기후변화대응 계획 용역 착수 https://t.co/6UhaAzp9Qj
1503,2021-07-19 02:27:34+00:00,drk2714,[성남시 시정소식지 비전성남]  성남시 ‘2050 탄소중립’ 기후변화대응 계획 용역 착수 https://t.co/wBhiiXc2W4
1504,2021-07-19 01:55:24+00:00,3162005,성남시 ‘2050 탄소중립’ 기후변화대응 계획 용역 착수  주영진기자 기자 https://t.co/B9blA3XUBD
1505,2021-07-19 01:16:29+00:00,hyechulson,"성남시 ‘2050 탄소중립’ 기후변화대응 계획 용역 착수

https://t.co/h3awC5SJyJ"
1506,2021-07-19 01:02:06+00:00,drk2714,[성남시 시정소식지 비전성남] 성남시 ‘2050 탄소중립’ 기후변화대응 계획 용역 착수 https://t.co/aYXTmVNpWn
1507,2021-07-19 00:33:48+00:00,newsvop,"성남시, ‘2050 탄소중립’ 기후변화대응 계획 용역 착수@newsvop https://t.co/8uFJJVEFn5"
1508,2021-07-19 00:18:24+00:00,alwaysb19,성남시 ‘2050 탄소중립’ 기후변화대응 계획 용역 착수  / 성남시 시정소식지 비전성남  https://t.co/k9cnvHiDpw
1509,2021-07-18 14:04:46+00:00,samsik_c,"100만명이 지적하면 뭐 하나.. 4900만명은 모르는데.. 이게 좌파의 계산식...

https://t.co/ErAEWrHROt
‘신재생=탄소중립’이라는 착각이 만든 ‘2050로드맵’ 
정부가 에너지의 문외한들로 구성된 탄소중립위원회에 검토를 의뢰했다는 ‘2050 탄소중립 로드맵’은 놀라울 정도로 비현실적이고 어설프다."
1510,2021-07-18 12:00:52+00:00,ds1apf,"ESG에 '돈' 더 몰린다...
UN ""탄소중립에 6.8경원 필요""
UNEP ""2050년까지 녹색전환 최소 60조弗 들어""
FT ""ESG 버블아니지만 포트폴리오 선정 신중해야""
https://t.co/PNXNgU2Klp"
1511,2021-07-16 10:08:23+00:00,hellopolicy,"""그린뉴딜, 2050 탄소중립 주춧돌 놓았다""

지난 1년간 정부는
적극적인 재정투자와 법-제도 제정을 통해 
녹색사회 전환을 위한
실질적인 성과를 만들어냈습니다.

그린뉴딜이 마중물 역할을 넘어
탄소중립을 구현하기 위해선
우리는 앞으로 어떤 전략을 취해야 할까요?

▶https://t.co/L6gMqeZd4s https://t.co/DlMRiVQZnq"
1512,2021-07-16 07:41:14+00:00,kr_lawtimes,환경부의 ‘2021년 탄소중립 이행계획’ 발표 - [2021.06.15.] 2021. 3. 2. 환경부는 2050년까지 우리나라의 탄소중립 실현을 위한 ‘2021년 탄소중립 이행계획’을 발표하였습니다. 위 이행계획은... https://t.co/AjYFsQuuk8
1513,2021-07-16 07:10:37+00:00,S29f0cvVwoUWFpk,‘신재생=탄소중립’이라는 착각이 만든 ‘2050로드맵’. 지난 연말 UN에 제출한 국가온실가스감축목표와 졸속으로 만든 제9차 전력수급계획을 모두 뜯어고쳐야. 전국을 태양광·풍력으로 가득 채워놓고도 모자라는 전기는 러시아·중국서 수입하는것이 로드맵의 알량한 결론이다. https://t.co/lViJLMtOib
1514,2021-07-15 09:22:48+00:00,2000woo,소형원전은 원전 마피아와 그에 기생하는 세력들의 이익 추구일 뿐. 소형원전이 마치 친환경인 듯 오도하는 것에 속지 말아야~ [에너지진짜뉴스] 핵융합 기술로는 2050 탄소중립을 이룰 수 없다고요? https://t.co/op94qNWZbE
1515,2021-07-15 07:05:45+00:00,withmsit,"2050 탄소중립을 위해 꼭 필요한 #CCU기술! 과학기술정보통신부는 CCU 로드맵을 통해 2030년까지 탄소전환 제품 상용화, 2040년까지 경제성을 확보할 계획입니다. 촉매를 활용한 화학 전환 방식의 탄소전환기술을 소개합니다! :D #2050탄소중립 ▶ https://t.co/rMc11qFkKh https://t.co/6YV8pxFWCI"
1516,2021-07-15 06:37:35+00:00,hellopolicy,"[🇰🇷한국판뉴딜 X 뉴텔러]

""2050 탄소중립 목표 달성을 위해
모빌리티의 무공해 전환이 중요해졌습니다.""

무공해차로 재편되는 세계 자동차 시장을
우리나라가 선점하기 위해
기업, 국민이 함께해야 하는 이유는 무엇일까요?

​대한민국정부 공식 블로그에서 보기
▶https://t.co/eDaiJnsT4O https://t.co/Z3omesPjGv"
1517,2021-07-15 06:30:21+00:00,leeskangel,"산자부·자동차 업계 등, 2050 탄소중립 실행방안과 일자리대책 논의 

#자동차 #탄소중립 #실행방안 #일자리대책 #논의  

https://t.co/NTipPpYPw7"
1518,2021-07-15 05:09:47+00:00,yeoidoyip,[탄소중립]   기후변화 대응 및 2050 탄소중립 실현 : https://t.co/fkaxyYtPVg
1519,2021-07-15 05:01:19+00:00,joongbooilbo,"""2050 탄소중립 도시로""…안양시, 탄소중립 7개 분야 21개 실천행동 마련 https://t.co/BhQDDalKfj"
1520,2021-07-15 03:12:28+00:00,hugecontainer,"EU, 휘발유·디젤 신차 2035년부터 판매 금지 추진 https://t.co/Z0YhzEhujS 

 2035년부터 휘발유·경유 등 내연기관 신차 판매를 사실상 금지하는 계획을 발표했다. ’2050년 탄소 중립 달성'을 목표로 유럽 내에서 전기차 전환 정책을 내놓은 것이다."
1521,2021-07-15 00:07:07+00:00,tempermanant,"EU Fit For 55 입법안 패키지 공개 (7/14)

유럽기후법 목표 (2030 온실가스 배출 40-&gt;55% 상향, 2050 탄소중립) 달성 위해 유럽 그린딜 이은 정책 규제안

- 탄소거래시스템(ETS) 강화
- 재생에너지 비중 증가 : 전체생산의 40% in ‘30
- 토지 임업 농업 비료 탄소제거 목표 설정
- 에너지 사용 절약"
1522,2021-07-15 00:06:01+00:00,newsky0528,"[김박사 오늘의 키워드] EU, 대규모 탄소배출 감축 계획…2050년까지 탄소 중립 (출처 : SBS Biz | 네이버 뉴스) https://t.co/84drWnC6ae"
1523,2021-07-14 23:01:46+00:00,chongjuhigh,더 심각한 것은 문재인 대통령이 작년 10월 선언한 ’2050 탄소 중립'을 탈원전 정책을 고수하면서 과연 실현할 수 있겠느냐는 것이다. 정부는 탄소 중립 계획에 현재 24기인 원전을 2050년에는 9기만 남기겠다고 했다. (조선일보).
1524,2021-07-14 23:01:12+00:00,chongjuhigh,"[사설] 원자력없이탄소중립이루겠다는망상
문재인 대통령이지난 5월 29일'2050 탄소중립위원회 출범식'에 참석해 분과별 민간 위원대표자들에게위촉장을 수여한 후기념촬영을하고있다.뉴시스올여름2018년 수준의 폭염이 예고되는 가운데 14일로 사흘째 전력 예비량이 1000만㎾아래로떨어졌다(조선일보)"
1525,2021-07-14 23:00:04+00:00,chongjuhigh,"사설] 원자력 없이 탄소중립이루겠다는망상
문재인 대통령이 지난 5월 29일 '2050 탄소중립위원회 출범식'에 참석해 분과별 민간 위원대표자들에게위촉장을 수여한후기념 촬영을하고있다. /뉴시스올여름2018년 수준의 폭염이예고되는가운데 14일로 사흘째전력예비량이 1000만㎾아래로떨어졌다(조선일보"
1526,2021-07-14 15:42:02+00:00,banditzero1,‘2050 탄소중립사회-연탄없는 청주시’업무 협약 체결 https://t.co/ODvuxAMvnc
1527,2021-07-14 15:05:40+00:00,khs2746,"지붕 태양광 165배 늘리겠다는 ‘2050 탄소중립’ 탁상공론 https://t.co/VtHDdtIedl 태양광으로 돈 흥청망청에 효율을?
165배의 돈을 ???????????????"
1528,2021-07-14 10:59:06+00:00,banditzero1,‘2050 탄소중립사회-연탄없는 청주시’업무 협약 체결 https://t.co/pLg6BEf8n1
1529,2021-07-14 10:58:52+00:00,zeroespan,‘2050 탄소중립사회-연탄없는 청주시’업무 협약 체결 https://t.co/jYUGN4Ssey
1530,2021-07-14 09:39:58+00:00,CTNeDucation,"청주시, \'2050 탄소중립사회-연탄없는 청주시로\' 업무 협약 체결 https://t.co/96H5PGzuqM"
1531,2021-07-14 06:43:09+00:00,jisan804,지붕 태양광 165배 늘리겠다는 ‘2050 탄소중립’ 탁상공론 https://t.co/bJOk4a12ZH
1532,2021-07-14 06:34:37+00:00,dreamjhh,https://t.co/adIISqK7TI 지붕 태양광 165배 늘리겠다는 ‘2050 탄소중립’ 탁상공론
1533,2021-07-14 04:10:23+00:00,hyechulson,"청주시‘2050 탄소중립사회-연탄없는 청주시로’업무 협약 체결

https://t.co/evnfA9MYVK https://t.co/A3RbrYYlT4"
1534,2021-07-14 02:14:33+00:00,chongjuhigh,본지 취재팀이 ‘탄소 제로 30년 전쟁’ 기획 시리즈를 연재하면서 정부의 ’2050 탄소중립안'을 입수해 보도했다. 국책 연구기관 중심으로 전문가 72명이 참여해 작성한 자료다. 탄소중립위원회에서 이걸 토대로 10월까지 최종안을 확정하게 돼있다(한상희)
1535,2021-07-14 02:14:13+00:00,chongjuhigh,"지붕 태양광 165배 늘리겠다는 ‘2050 탄소중립’ 탁상공론
[한삼희의 환경칼럼] 원자력의 온실가스 배출 태양광의 27% 불과한데
탈원전 고수하면서 산, 강, 규제 지역 빼고
남는 모든 땅, 주택•건물에 태양광 패널 덮겠다니
한삼희 선임논설위원"
1536,2021-07-13 22:21:43+00:00,nannana1232,지붕 태양광 165배 늘리겠다는 ‘2050 탄소중립’ 탁상공론 https://t.co/if68zZ7N2E
1537,2021-07-13 07:43:56+00:00,gyeongnamdo,"2050 탄소중립 실천서약 캠페인 &lt;탄탄하자&gt;‼️

기후위기 극복을 위한 생활 속 작은실천으로
깨끗한 환경, 함께 지켜주세요😊

✔️기간 : 7월13일(화) ~ 8월31일(화)
✔️대상 : 도민 누구나

👉탄탄하자 캠페인 바로가기 
https://t.co/FIzLfV0cIY

💬경상남도청소년지원재단 📞055-711-1362 https://t.co/Mdx7LsBqz1"
1538,2021-07-13 06:44:41+00:00,industrynews2,"ESG 경영 돌입한 SK케미칼, “2030까지 온실가스 50% 감축…2050년 탄소중립” https://t.co/CDai3XiBSp"
1539,2021-07-13 04:00:00+00:00,About_Hyundai,"[그린뉴딜 1주년 기념 응원하기 #EVENT]
⠀
🌏 2050 탄소중립, #현대자동차 넥쏘가 앞장서겠습니다 🌏
#그린뉴딜 과 #넥쏘 를 모두 함께 응원해주세요!💪
⠀
✅ 이벤트 참여하러 가기 👉 https://t.co/B6yJIDH93J

#이벤트 #탄소중립 #NEXO https://t.co/Tp6tEfLpbs"
1540,2021-07-13 03:51:26+00:00,fervour73,"∘ 수행단장 : 장경태
∘ 미래․경제위원회   - 위원장 : 이광재
   - 광역교통특별본부장 : 맹성규
   - 2050탄소중립 추진본부 : 송옥주
   - 미래국방 선진화본부 : 김병주
   - aaS․벤처창업본부 : 김병관
∘ 정무조정위원회
   - 위원장 : 김민석
   - 전략본부 : 강득구"
1541,2021-07-12 23:18:16+00:00,Planemo_X,"문재인 정부 혼자 탈원전 뻘짓했네!

지난해 ’2050년 탄소중립'을 선언했던 주요국들은 온실가스 감축 목표를 더 높이겠다고 약속
유럽위원회(EC)는 원자력을 녹색에너지로 재분류해 재생에너지처럼 재정 지원 계획

미국 원전 수명을 현재 60년에서 최대 100년까지 연장 검토
https://t.co/7hCGw2Kylx"
1542,2021-07-12 07:29:37+00:00,joongbooilbo,"‘2050 탄소중립’ 달성 나선 과천시, ‘탄소중립 기후행동’ 추진 https://t.co/y2N7TNh6V3"
1543,2021-07-12 07:21:19+00:00,hellopolicy,"[📅2021년 하반기 이렇게 달라집니다]

""탄소중립 2050 더 앞당길 수 있게!""

✅투명페트병 별도 분리배출제 전국 확대
✅RE100 이행지원 위한 직접 PPA 도입
✅기후변화대응 기술개발 촉진법 시행
✅해양폐기물관리위원회 운영

https://t.co/59T8q5Z2VU https://t.co/vOL2ryegBI"
1544,2021-07-11 08:45:09+00:00,david7junseong,"그린뉴딜 관련주, 정부정책주 1년 성과 '2050탄소중립 중심국가' https://t.co/DXFNd7YkHb"
1545,2021-07-11 06:06:25+00:00,kspnews,[케이에스피뉴스] [사설] 환경부 2050 탄소중립 실현 위해 온실가스 업무협약 https://t.co/6yJ09tWAOy
1546,2021-07-09 06:32:18+00:00,iamkepco,"한전은 세계 최초⭐️ 해상풍력발전기 일괄설치 기술과
이 공법에 필수적인 일괄설치선박(MMB:Multi-purpose Mobile Base)을 개발하였답니다. 🚢

2050 탄소중립 실현의 핵심인 해상풍력발전!!🌊
한전과 함께 꽃길🌷만 걷자!

📍 영상 보러가기 https://t.co/9iW8ntxoy0 https://t.co/lXrjlii6Df"
1547,2021-07-08 07:24:59+00:00,iamkepco,"🎉해상풍력 일괄설치선 진수식 시행🎉

정부의 2050 탄소중립의 핵심인 해상풍력발전 확대를 위해서는 해상풍력발전기를 신속하게 건설할 수 있는 기술개발이 필수적인데요. 한국전력은 세계 최초로 ✨해상풍력 일괄설치 기술✨을 개발하였습니다. https://t.co/6ymfEQNOJR"
1548,2021-07-07 16:58:55+00:00,iView0,"현대차그룹도 ‘탄소중립 2050’ 대열에
- &lt;한국경제&gt; 2021. 7. 8.(목) https://t.co/HGM8bdjaMv"
1549,2021-07-07 02:50:20+00:00,Truth_kr,"윤짜증과 카이스트 휴학생, 박사과정 그 셋, 그리고 국짐애들만 모르고 있는 전세계 정책공조!...

정책위키(한눈에 보는 정책) - 2050 탄소중립

https://t.co/uQg4ettTFT"
1550,2021-07-07 02:36:52+00:00,sugarromma,우와 반정부질이라면 앞뒤 가리지 않고 달려드는 불나방이라 문재인 정부가 2050 탄소중립 선언한 거 반대하려고 ‘탄소중심’을 마스크에 떡하니 새겨버림… https://t.co/yViNhX5z2m
1551,2021-07-07 01:04:27+00:00,reemk13,"원전 뺀 ‘2050 탄소중립’은 국민 기만  
https://t.co/NdN3yxmLuc"
1552,2021-07-07 00:38:00+00:00,not_gonna_tell_,"""갯벌 블루카본이 탄소감축원으로 인정받을 수 있도록 지속적으로 연구해 국제사회와 우리나라의 '2050 탄소중립 목표' 달성에 앞장서겠다""고 말했다. = 돈

환경이 곧 돈이다 라는 인식이 널리 퍼졌으면 좋겠다. https://t.co/bPOYR67Hk2"
