,Date,User,Tweet,Translation
107,2022-06-28 09:52:51+00:00,redaily_2019,"[#철도경제신문]철도공단, 2050 탄소중립 실현에 팔걷어 https://t.co/pJdomlClYW https://t.co/y6BDJs9zqA","[#Rail economic newspaper] Railroad Corporation, 2050 carbon neutral https://t.co/pjdomlkeyw https://t.co/Y6bdjs9zqa"
108,2022-06-28 05:05:25+00:00,hanjeoungae_na,"알록 샤르마(Alok Sharma) COP26 의장으로부터 감사 서한을 받았습니다. 

전세계가 대한민국의 2050 탄소중립을 향한 이행 의지를 높게 평가하고 있습니다. 

기후위기 대응에는 여야가 있을 수 없으며 국제사회와 의 약속과 원칙이 흔들려서는 안됩니다. 
현 정부에서도 잘 이어질 수 있길 바랍니다. https://t.co/cN2Q2kwpSq","I received a letter from Alok Sharma COP26.

The world is highly praised for its willingness to implement 2050 carbon neutrality in Korea.

There can be no opposition to responding to climate crisis, and promises and principles with the international community should not be shaken.
We hope that the current government can continue well. https://t.co/cn2q2kwpsq"
109,2022-06-28 03:55:02+00:00,IT_CORD,"#BLOTER #블로터 
민영화 20주년 KT 'RE100' 가입…2050년 완전 탄소중립 선언 
https://t.co/hzt93gWksN 
 
#IT #TECH #테크 
#Trends #트렌드","#BLOTER #Blotter
Join the 20th anniversary of privatization kt 'RE100'… Declaration of completely carbon neutral in 2050
https://t.co/ht93gwksn

#IT #tech #Tech
#Trends #trend"
110,2022-06-28 03:40:02+00:00,bloter_news,민영화 20주년 KT 'RE100' 가입…2050년 완전 탄소중립 선언 https://t.co/31K3Mg8waH,Join the 20th anniversary of privatization kt 'RE100'… 2050 Full Carbon Neutral Declaration https://t.co/31k3mg8wah
111,2022-06-28 02:36:37+00:00,IT_CORD,"#ZDNetKorea #지디넷코리아 
KT, RE100 가입…""2050년 탄소중립 실현"" 
https://t.co/nPef42XqKb 
 
#IT #TECH #테크 
#Trends #트렌드","#Zdnetkorea #Gidinet Korea
KT, join RE100… ""Realizing carbon neutral in 2050""
https://t.co/npef42xqkb

#IT #tech #Tech
#Trends #trend"
112,2022-06-28 02:32:08+00:00,zdnetkorea,"KT, RE100 가입…""2050년 탄소중립 실현"" https://t.co/saJ4mss3vm https://t.co/4fhzDwWcCt","KT, join RE100… ""2050 carbon neutral realization"" https://t.co/saj4ms3vm https://t.co/4fhzdwwcct"
113,2022-06-28 01:40:08+00:00,jesusokm7,"의정부시, 탄소중립실천 환경교육 'EM 흙공 만들기' 실시: 의정부시 호원2동은 6월 27일 호원2동새마을지도자협의회에서 ‘2050 탄소중립실천 환경교육’행사를 실시했다.이번 행사는 2050 탄소중립실천 환경교육의 일환으로 EM 흙공 만들기를 실시했는데, EM 흙공은 https://t.co/kv6LTg30kf","Uijeongbu City, Carbon Neutral Practice Environmental Education 'EM Earth Ball Making': Howon 2 -dong, Uijeongbu -si, held a 2050 carbon neutral tribunal event at the Howon 2 Dongsae Village Leadership Council on June 27. This event is 2050 carbon neutral streams As part of environmental education, we made EM clay balls."
114,2022-06-27 02:54:31+00:00,MagazineR_,"LGU+, 2050 탄소중립-재생에너지 100% 전환 선언 https://t.co/J4f8xyCTQy","LGU+, 2050 Carbon Neutral-Recycled Energy 100% Conversion Declaration https://t.co/J4F8XYCTQY"
115,2022-06-27 01:33:43+00:00,efanews,"LG유플러스, 2050 탄소중립-재생에너지 100% 전환 추진 선언 https://t.co/sMLDS5efjP","LG Uplus, 2050 Carbon Neutral-Recycled Energy 100% Transition Declaration https://t.co/smlds5efjp"
116,2022-06-26 04:05:02+00:00,IT_CORD,"#TechM #테크M 
LG유플러스, 2050년까지 탄소중립-재생에너지 100% 전환한다 
https://t.co/SNhvsG3fen 
 
#IT #TECH #테크 
#Trends #트렌드","#Techm #Tech M
LG U + turns 100% of carbon neutral-renewable energy by 2050
https://t.co/snhvsg3fen

#IT #tech #Tech
#Trends #trend"
117,2022-06-26 04:00:05+00:00,newsinfosender,"[사회]
LG유플러스 “2050 탄소중립-재생에너지 100% 전환” 선언
LG U+ Declaration of ""2050 Carbon Neutral-Renewable Energy 100% Conversion""
292
https://t.co/AxLi2U8tSL
122","[Social]
LG Uplus declares “2050 carbon neutral-renewable energy 100% shift”
LG U+ DECLARATION of ""2050 Carbon Neutral-Renewable Energy 100% Conversion""
292
https://t.co/axli2u8tsl
122"
118,2022-06-26 03:30:07+00:00,blueframe2k,"ESG경영과 온실가스 저감활동에 동참, LG유플러스 2050 탄소중립-재생에너지 100% 전환 선언 : https://t.co/oLlSiGvGTN","Participate in ESG management and greenhouse gas reduction activities, LG Uplus 2050 Carbon Neutral-Recycled Energy 100% Conversion Declaration: https://t.co/ollsigvgtn"
119,2022-06-26 03:03:11+00:00,khs1029ha,"[사회]
LG유플러스 “2050 탄소중립-재생에너지 100% 전환” 선언
109
https://t.co/AcPBUds9Nw","[Social]
LG Uplus declares “2050 carbon neutral-renewable energy 100% shift”
109
https://t.co/acpbuds9nw"
120,2022-06-26 00:03:52+00:00,jinrocals,"LG유플러스, 2050 탄소중립·재생에너지 100% 전환 선언 https://t.co/Z4cVW3YMNa","LG Uplus, 2050 Carbon Neutral and Renewable Energy 100% Conversion Declaration https://t.co/z4cvw3YMNA"
121,2022-06-25 23:11:14+00:00,jinrocals,"LG유플러스, 2050 탄소중립·재생에너지 100% 전환 선언 https://t.co/uPpI3qRmqr","LG Uplus, 2050 Carbon Neutral and Renewable Energy 100% Conversion Declaration https://t.co/uppi3QRMQR"
122,2022-06-24 09:39:25+00:00,PJ3ivpHDeUgRnOy,리그닌을 활용한 탄소섬유 제조로 2050 탄소중립 실현 가능 https://t.co/gORcrin2gR,2050 carbon neutral realization with carbon fiber manufacturing using lignin https://t.co/gorcrin2gr
123,2022-06-23 13:55:28+00:00,nownet1117,@blackzzam @pkg_update 오?! 아니네여. 제가 잘못 알았네요.. 대형트럭차까지... 2050년까지 도로위에서 탄소중립 달성이라네여...,@Blackzzam @pkg_update Oh?! No. I knew it wrong .. Large truck tea ... Carbon neutrality is achieved on the road until 2050 ...
124,2022-06-23 08:59:36+00:00,qwe8896,부산 2050 탄소중립 실현을 위한 생활 속 작은 실천! '에너지홈닥터' (출처 : 부산광역시.. | 블로그) https://t.co/csAw5PQEXi,Small practice in life for Busan 2050 to realize carbon neutral! 'Energy Home Doctor' (Source: Busan Metropolitan City .. | Blog) https://t.co/csaw5pexi
125,2022-06-23 08:49:27+00:00,dhchoi2010,"&lt;2050 탄소중립, 지금 당장! 나부터!&gt;

전 세계적으로 모든 생명체가 고통받고 있습니다.
그동안 물질만능주의, 경제제일주의만을 강조하며 쌓아온 우리의 죄악 때문이 아닐까 싶습니다. 이제는 실천하는 용기가 필요한 시대입니다.

2050 탄소중립은 ‘지금 당장, 나부터’ 실천해야 합니다. https://t.co/XlBbT8WCwI","& lt; 2050 carbon neutral, right now! From me! & Gt;

All life is suffering worldwide.
It may be because of our sins that have been accumulated only by emphasizing materialism and economic firstism. Now is the time when we need the courage to practice.

2050 carbon neutral should be practiced 'right now, from me'. https://t.co/xlbbt8wcwi"
126,2022-06-23 04:14:18+00:00,hms903095,한국이 몇 년 전부터 선진국들로부터 기후 악당이라고 주목받았다. 개발도상국에 발전소 지어준다고. 억울한 측면도 있지만 2020년 9월 중국 시진핑이 ‘2060년 탄소중립’을 선언하면서 할 말이 없어졌다. 우리도 2050 탄소중립을 선언할 수밖에 없었다.,"Korea has been attracting attention from developed countries for a few years as a climate villain. Building a power plant in developing countries. There are some unfortunate aspects, but in September 2020, China's Xi Jinping declared “2060 carbon neutrality”. We also had to declare 2050 carbon neutrality."
127,2022-06-22 12:47:07+00:00,a35782511,"기후변화대응실패로
경제적제앙이 벌써시작됐다
그러나 더 나빠지는걸 
막기위한 노력의 하나로 
탄소중립 2050을 말하기도한다
사람이살기위해 에너지를
안쓰고 생활할순없다
바람 태양 물등에서생산되는 에너지로는 문명사회를
불편하게할것이다
이미전세계가 익숙한 원전
사용안하는것은
바보짓이다","With the failure to respond to climate change
Economic agenda has already begun
But getting worse
As one of the efforts to prevent
Carbon neutral 2050
Energy for people to live
I can't live without writing
The energy produced in the wind sun water, the civilization society
It will be uncomfortable
Nuclear power plants are already familiar with the world
Not to use
Stupid"
128,2022-06-21 05:39:35+00:00,KVadosUR29LMMAf,국회입법조사처 “제로에너지건축물 활성화…2050 탄소중립 실현” https://t.co/zFhvIsRaK2 Lz9tD,National Assembly Legislative Investigation Division “Activation of Zero Energy Building… 2050 Realization of Carbon Neutral ”https://t.co/zfhvisrak2 lz9td
129,2022-06-20 19:08:01+00:00,hotdealenjoy,국회입법조사처 “제로에너지건축물 활성화…2050 탄소중립 실현” https://t.co/nEgCkCjJhQ VV8wv,National Assembly Legislative Investigation Division “Activation of Zero Energy Building… 2050 Realization of Carbon Neutral ”https://t.co/NEGCKCKCKCKJHQ VV8WV
130,2022-06-20 17:53:31+00:00,perfectcrosss,국회입법조사처 “제로에너지건축물 활성화…2050 탄소중립 실현” https://t.co/C7ISuEatwj irBZf,National Assembly Legislative Investigation Division “Activation of Zero Energy Building… 2050 Realization of Carbon Neutral ”https://t.co/c7isueatwj Irbzf
131,2022-06-20 09:03:02+00:00,Qjt9bLr5CjXTtlI,"국립대구과학관, ｢2050 탄소제로시티｣ 특별전 개최 #대한민국청소년의회 #대한민국청소년의회기자단 #대구 #탄소 #탄소제로 #특별전 #기후위기 #탄소중립 #전시 #전시관  -&gt; 자세히보기https://t.co/CKgY098iNq https://t.co/TOKGKqQwac","The National Daegu Science Museum, 2050 Carbon Zero City Special Exhibition #Korean Youth Council View more detail https://t.co/CKY098INQ https://t.co/tokgKQQWAC"
132,2022-06-20 07:36:01+00:00,hotdealenjoy,국회입법조사처 “제로에너지건축물 활성화…2050 탄소중립 실현” https://t.co/nEgCkCAMjQ s4LXm,National Assembly Legislative Investigation Division “Activation of Zero Energy Building… 2050 Realization of Carbon Neutral ”https://t.co/NEGCAMJQ S4LXM
133,2022-06-19 22:35:05+00:00,jesusokm7,"경남 기후도민회의, 2050 경남 탄소중립을 향한 최종 도민권고안 채택: 경상남도는 경남 기후도민회의의 지난 11개월간의 운영 결과를 공유하고, 2050 탄소중립 실현을 위한 최종 도민권고안을 채택하기 위한 마지막 전체회의를 18일 개최했다.경남 기후도민회의는 2050… https://t.co/sIBfX6tu1M","Adopted finalism for the Gyeongnam Climate Citizens 'Meeting, 2050 Gyeongnam Carbon Neutralization: Gyeongsangnam -do shares the last 11 months of operating results of the Gyeongnam Climate Citizens' Conference and adopts the final plenary session to realize the 2050 carbon neutrality. It was held on the 18th. https://t.co/sibfx6tu1m"
134,2022-06-19 17:21:35+00:00,KVadosUR29LMMAf,"경남 기후도민회의, 2050 탄소 중립 실현 도민권고안 채택 https://t.co/Y4N1JrkTxf MH5DM","Gyeongnam Climate Citizens' Meeting, 2050 Carbon Neutralization Domin Civil Rights HTTPS://t.co/Y4N1JRKTXF MH5DM"
135,2022-06-19 17:02:24+00:00,khs1029ha,"[정치]
국회입법조사처 “제로에너지건축물 활성화…2050 탄소중립 실현”
149
https://t.co/f5116w0i86","[politics]
National Assembly Legislative Investigation Division “Activation of Zero Energy Building… 2050 Carbon neutral realization ”
149
https://t.co/f5116w0i86"
136,2022-06-18 06:45:28+00:00,supermassive101,"2030년까지 온실 가스 배출량을 2018년 수준에서 40% 줄이고 2050년까지 탄소 중립에 도달하겠다고 약속. 

한국이 탄소 중립을 달성하기 위해 원자력과 재생 가능 에너지의 적절한 혼합을 위한 계획을 세울 것이라고 말함. https://t.co/jDZznv1ZKL","By 2030, greenhouse gas emissions will be reduced by 40% from the level in 2018 and to reach carbon neutral by 2050.

It is said that Korea will plan for proper mixing of nuclear and renewable energy to achieve carbon neutrality. https://t.co/jdznv1zkl"
137,2022-06-18 01:49:38+00:00,khs1029ha,"[사회]
경남 기후도민회의, 2050 탄소 중립 실현 도민권고안 채택
148
https://t.co/eoFgOdOi38","[Social]
The Gyeongnam Climate Citizens' Conference adopts 2050 carbon neutralism.
148
https://t.co/eofgodoi38"
138,2022-06-18 01:15:20+00:00,3162005,"경남 기후도민회의, 2050 경남 탄소중립을 향한 최종 도민권고안 채택  백삼석 기자 기자 https://t.co/f5U2fEv1q6","The Gyeongnam Climate Citizens' Conference, 2050 Gyeongnam Carbon Adoption Reporter Baek Sam -seok reporter"
139,2022-06-17 04:22:03+00:00,jesusokm7,"전주시, “5살 때 익힌 탄소중립 생활, 여든 간다”: 전주시가 2050 탄소중립도시 실현을 위해 미래세대에게 탄소중립의 중요성을 알린다. 시와 전주지속가능발전협의회, 전주기후환경네트워크는 이달부터 오는 9월까지 만 5세 유아들을 대상으로 기후위기의 심 https://t.co/dMHwJdmJTx","Jeonju City, “Carbon Neutral Living, Carbon Neutral Living at the age of 5, 8 years go”: Jeonju -si informs future generations of the importance of carbon neutrality to realize 2050 carbon neutral cities. The city and Jeonju Sustainable Development Council, Jeonju Climate Environment Network is a climate crisis https://t.co/dmhwjdmjtx for children 5 years old from this month to September."
140,2022-06-16 08:11:18+00:00,onehigh4,"현대건설기계, 2050년 국내외 전사업장서 탄소중립 달성한다 https://t.co/tRgTDanDly 1",Hyundai Construction Machinery achieves carbon neutral at domestic and foreign companies in 2050 https://t.co/trgtdandly 1
141,2022-06-16 03:12:52+00:00,MagazineR_,"현대중공업 건설기계 3社, “2050년까지 탄소중립 달성한다” https://t.co/ePzVOUBXyb","Hyundai Heavy Industries Construction Machinery 3, “Achieved Carbon Neutral by 2050” https://t.co/epzvoubxyb"
142,2022-06-16 02:44:10+00:00,khs1029ha,"[경제]
현대건설기계, 2050년 전 사업장 탄소중립화 선언
198
https://t.co/qlHOkAiA0P","[economy]
Hyundai Construction Machinery declared carbon neutralization 2050 years ago
198
https://t.co/qlhokaia0p"
143,2022-06-16 02:12:51+00:00,MagazineR_,"현대건설기계, 2050년 전 사업장 탄소중립화 선언 https://t.co/0mvTzMoCs5","Hyundai E & C, 2050 years ago, Carbon Neutralization Declaration https://t.co/0MVTZMOCS5"
144,2022-06-16 02:07:28+00:00,hwangeunyoung15,"[사회]
현대건설기계, 2050년 국내외 전사업장서 탄소중립 달성한다
119
https://t.co/gwh0G6ttVi","[Social]
Hyundai E & C will achieve carbon neutral at domestic and foreign companies in 2050
119
https://t.co/gwh0g6ttvi"
145,2022-06-16 01:58:36+00:00,infonewspick,"[사회]
현대건설기계, 2050년 국내외 전사업장서 탄소중립 달성한다
285
https://t.co/P8dlBVUCSr","[Social]
Hyundai E & C will achieve carbon neutral at domestic and foreign companies in 2050
285
https://t.co/p8dlbvucsr"
146,2022-06-14 14:29:05+00:00,paiksoam,"우리나라는 2050년까지 탄소중립을 달성하는 것을 국가 비전으로 명시하여 세계 14번째로 탄소중립을 법제화한 국가이다. 올해는 탄소중립을 실천하는 첫 해이다. 이미 2015년 파리협정 이후 탄소중립화와 ESG를 위한 에너지경영, 탄소경영은 갈수록 격화되는 글로벌 경쟁력의 척도가 될 것이다.","Korea is the 14th largest legislation of the world's 14th carbon neutrality by specifying the national vision of achieving carbon neutrality by 2050. This year is the first year of practicing carbon neutrality. Since the 2015 Paris Agreement, carbon neutralization, energy management for ESG, and carbon management will be a measure of global competitiveness."
147,2022-06-14 07:04:18+00:00,foodenews,"[기업에 ‘탄소 다이어트’가 온다] ‘2050 탄소중립 정책’ 부응 녹색경영 체질 개선 박차
https://t.co/9uDWOTxrj8","[Carbon Diet comes to a company] '2050 carbon neutral policy'
https://t.co/9udwotxrj8"
148,2022-06-12 03:24:05+00:00,ds1apf,"2050 탄소중립 나눔마켓 개최              
벼룩시장‧리사이클‧교육 등 다양한 체험 ‘풍성’ https://t.co/kCm1VAjmYc","2050 Carbon Neutral Sharing Market
Various experiences such as flea market, recycling, and education, etc."
149,2022-06-12 03:19:36+00:00,ds1apf,"2022-06-11   
고양시, 제27회 환경의 날 기념식·2050 탄소중립 나눔
마켓 개최              
벼룩시장‧리사이클‧교육 등 다양한 체험 ‘풍성’          
https://t.co/vfpz2tfooq","2022-06-11
Goyang City, the 27th Environmental Day Ceremony · 2050 Carbon Neutral Sharing
Market held
Various experiences such as flea market, recycling, and education
https://t.co/vfpz2tfooq"
150,2022-06-12 00:53:58+00:00,ds1apf,"고양시, 환경의날 기념식 및 2050 탄소중립 나눔마켓 개최··이동환 당선인 참석
https://t.co/MjE1tOQWrM","Goyang City, Environmental Day Ceremony and 2050 Carbon Neutral Sharing Market ·
https://t.co/mje1toqwrm"
151,2022-06-09 09:52:41+00:00,AniRush,"우리나라의 목표인 2050 탄소중립도 RE100 과 맞물려 있어요. 

이에 맞춰 세계 각국은 친환경에너지 설비에 집중투자 중이에요. 새로 만드는 대부분의 발전시설이 친환경을 기반으로 하고 있다고 보셔도 좋을것 같아요. 

문제는 굥이 그 명칭조차도 들어본적 없었다는 건데. https://t.co/Hb8BlZVBWF","The 2050 carbon neutral, the goal of Korea, is also interlocked with the RE100.

In line with this, countries around the world are investing in eco -friendly energy facilities. Most of the new power generation facilities are based on eco -friendliness.

The problem is that 굥 never heard that name. https://t.co/hb8blzvbwf"
152,2022-06-09 08:23:15+00:00,oliveinfoseah,"[사회]
""2050년 탄소중립 위해 생산방식 전환 위한 R&amp;D 확대 필수""
285
https://t.co/DG02eEAMzS","[Social]
""R & AMP; D enlarged for the transition to production method for carbon neutral in 2050""
285
https://t.co/dg02eeamzs"
153,2022-06-09 01:34:54+00:00,KunsanUniv,"군산대-넷제로 2050 기후재단-군산조선해양기술사업협동조합, 탄소중립 이행을 위한 업무협약 체결 https://t.co/VfqEdPe13J","Gunsan University-Net Zero 2050 Climate Foundation-Gunsan Shipbuilding & Marine Engineering Technology Business Cooperative, signing a business agreement to implement carbon neutral https://t.co/vfqedpe13J"
154,2022-06-08 05:10:06+00:00,gayamt,"옹고집 탈원전이 한전적자를 재앙수준으로 높여.문재인탓이다.문 정부 5년간 한전부채가 34조원 증가했고,올1분기 적자만도 7조8000억원으로 충격적.
문정부는 무(無)탄소 전원인 원전가동 억제하며‘2050 탄소중립’표방도. 부족분전기를 중국,러시아에서 공급받는다는 정신나간소리도.","Ongo -go's de -nuclear power plants have raised KEPCO deficit to the level of disaster.
Munjeong Government is a 2050 carbon neutral, which inhibits nuclear power plants, which are powerless carbon power. The crazy sound of being supplied in China and Russia."
155,2022-06-08 02:24:50+00:00,chongjuhigh,문 정부는 무(無)탄소 전원인 원전의 가동을 억제시키면서 국제사회엔 ‘2030년 온실가스 배출 40% 감축’을 약속했고 ‘2050 탄소중립’ 깃발을 흔들었다. 탈원전을 하면서 탄소중립을 이룬다는 주장은 발에 쇳덩어리 달고 육상 경기에서 메달 따겠다는 것만큼이나 터무니없었다. .(조선일보),The Moon government promised to reduce greenhouse gas emissions by 40% in 2030 and shook the flag of 2050 carbon neutrality in the international community. The claim that carbon neutrality was made during de -nuclear power was as ridiculous as it was to win medals in the athletics and athletics. . (Chosun Ilbo)
156,2022-06-07 23:24:38+00:00,jesusokm7,"부산시, 하얀지붕 설치 지원사업, 올해도 이어간다!: 부산시는 2050 탄소중립 실천을 위해 올해에도 부산시건축사회, ㈜노루페인트와 ‘하얀지붕 설치 지원사업’을 추진한다고 밝혔다. 하얀지붕 설치 지원사업은 소규모 단독주택 등 취약계층 이용시설에 친환 https://t.co/0r7PbSSrYN","Busan, white roof installation support project, this year!: Busan City announced that it will promote the 'white roof installation support project' with Busan Architecture Society, Noru Paint, and Noru Paint. White roof installation support project is a friendly facility such as small single -family homes https://t.co/0R7pssryn"
157,2022-06-07 01:22:03+00:00,hotdealenjoy,"재계, 탄소중립 가속도…2050년 목표 달성 가능할까 https://t.co/f3VHp3tV37 Q6kdq","Business, carbon neutral acceleration… Can I achieve my goal in 2050 https://t.co/f3vhp3TV37 Q6KDQ"
158,2022-06-06 01:55:28+00:00,khs1029ha,"[사회]
재계, 탄소중립 가속도…2050년 목표 달성 가능할까
143
https://t.co/M48uqmLp7F","[Social]
Business, carbon neutral acceleration… Can I achieve the goal in 2050?
143
https://t.co/m48uqmlp7F"
159,2022-06-05 07:18:20+00:00,onehigh4,"재계, 탄소중립 가속도…2050년 목표 달성 가능할까 https://t.co/mB1M5K0meQ 10","Business, carbon neutral acceleration… Can I achieve my goal in 2050 https://t.co/mb1m5k0meq 10"
160,2022-06-05 04:37:50+00:00,newsinfosender,"[사회]
재계, 탄소중립 가속도…2050년 목표 달성 가능할까
Business, Carbon Neutral Acceleration…Will I be able to achieve my goal in 2050?
153
https://t.co/KdFYusAfLR
149","[Social]
Business, carbon neutral acceleration… Can I achieve the goal in 2050?
Business, Carbon Neutral Acceleration… Will I Be Able to Achieve My Goal in 2050?
153
https://t.co/kdfyusaflr
149"
161,2022-06-04 14:36:01+00:00,lightnsound,[환경의날 D-2] 2050 탄소중립 숙제...제조업이 할 일은? (출처 : 명상 디렉.. | 블로그) https://t.co/COVWoPyH1V,[Environmental Day D-2] 2050 carbon neutral homework ... What is the manufacturing work? (Source: Meditation Direc .. | Blog) https://t.co/covwopyh1v
162,2022-06-04 13:06:57+00:00,Qjt9bLr5CjXTtlI,"경기도의회,탄소중립 특별위원회, 2050 탄소중립 실현을 위한 정담회 개최 #경기도의회 #탄소중립 특별위원회 # 2050 탄소중립 실현을 위한 정담회 개최  -&gt; 자세히보기https://t.co/pBWx6pPF9b https://t.co/CB8WDcvQpL","Gyeonggi -do Council, Carbon Neutral Special Committee, held a meeting to realize 2050 carbon neutrality #Gyeonggi -do Council #Carbon Neutral Special Committee View more detail https://t.co/pbwx6ppf9b https://t.co/cb8wdcvqpl"
163,2022-06-04 06:35:07+00:00,0rBdPpnOCcD9p5D,"[데일리엔뉴스] 경기도의회 탄소중립 특위, 2050 탄소중립 실현을 위한 정담회 개최 https://t.co/4RRygCjR44","[DailyNews] Gyeonggi -do Council Carbon Neutral Special Committee, 2050 Carbon Neutral Holdings https://t.co/4rryGCJR44"
164,2022-06-03 13:10:21+00:00,lightnsound,[환경의날 D-2] 2050 탄소중립 숙제...제조업이 할 일은? (출처 : 명상 디렉.. | 블로그) https://t.co/1OY4d2DpbG,[Environmental Day D-2] 2050 carbon neutral homework ... What is the manufacturing work? (Source: Meditation Direc .. | Blog) https://t.co/1oy4d2dpbg
165,2022-06-02 14:13:34+00:00,newstreekorea,"""2050 탄소중립, 이대로면 고작 4개국만 가능""
#뉴스트리 #탄소중립 #4개국","""2050 carbon neutral, only 4 countries can be available.""
#Newest #Carbon Neutral #4 countries"
166,2022-06-02 10:20:07+00:00,jinkyuchoe,"2050 탄소중립 실천운동 전국자전거 캠페인, 시청 남문광장에서 열려 https://t.co/fsLteOuSyt","2050 Carbon Neutral Movement National Bicycle Campaign, HTTPS://t.co/fsLteousyt"
167,2022-06-02 09:57:50+00:00,hyechulson,"2050 탄소중립 실천운동 전국자전거 캠페인, 대전시청 남문광장에서 열려

https://t.co/A9FTouEf2X https://t.co/3TJLu4g2Hr","2050 Carbon Neutral Movement National Bicycle Campaign, Daejeon City Hall Nammun Square

https://t.co/A9FTouef2x https://t.co/3tjlu4g2hr"
168,2022-05-31 12:48:01+00:00,3J3tdHcXPIPT1FF,[LIVE] 수송부문 2050 탄소중립 전환 생태계 구축 정책토론회 https://t.co/APly3ryO68 출처 @YouTube,[LIVE] Transportation Division 2050 Carbon Neutral Transition Ecosystem Debate HTTPS://t.co/Aply3RYO68 Source @youtube
169,2022-05-31 12:18:30+00:00,tsbswhxl,[LIVE] 수송부문 2050 탄소중립 전환 생태계 구축 정책토론회 https://t.co/Y75T5ncgA4 via @YouTube,[LIVE] Transportation Division 2050 Carbon Neutral Transition Ecosystem Debate HTTPS://t.co/Y75T5NCGA4 VIA @youtube
170,2022-05-31 02:07:14+00:00,bqexhamc,[LIVE] 수송부문 2050 탄소중립 전환 생태계 구축 정책토론회 (출처 : 블로그 | https://t.co/y86QCw8BLu 블로그) https://t.co/fjQzU4ko4b,[LIVE] Transportation Division 2050 Carbon Neutral Transition Ecosystem Debate (Source: Blog | https://t.co/Y86QCW8BLU blog) https://t.co/fjqzu4ko4b
171,2022-05-31 01:37:59+00:00,HiNPeo4ftw02DIE,[LIVE] 수송부문 2050 탄소중립 전환 생태계 구축 정책토론회 https://t.co/KsFumZOZqI 출처 @YouTube,[LIVE] Transportation Division 2050 Carbon Neutral Transition Ecosystem Debate https://t.co/ksfumzozqi Source @youtube
172,2022-05-30 12:28:37+00:00,nannana1232,[한삼희의 환경칼럼] 2050 탄소중립의 중대한 착각 | 다음 뉴스 https://t.co/aZrv4EkqPf,[Han Sam -hee's Environmental Column] A serious illusion of 2050 carbon neutral | Next News https://t.co/azrv4ekqpf
173,2022-05-30 12:28:08+00:00,nannana1232,"[한삼희의 환경칼럼] 2050 탄소중립의 중대한 착각

원자력 없이 탄소중립 이루려면 태양광·풍력 설비, 지금의 60배 이상 돼야
‘수소 제조 원전’ 연구 막고 수소 수입해오겠다니 https://t.co/ny9al6vL8K","[Han Sam -hee's Environmental Column] A serious illusion of 2050 carbon neutral

In order to achieve carbon neutral without nuclear power, solar and wind power facilities must be more than 60 times now.
'Hydrogen Manufacturing Nuclear Power Plant' will prevent research and import hydrogen."
174,2022-05-29 13:00:00+00:00,timetomoonjaein,"210529 [대통령의말] 2050 탄소중립위원회 출범 '국민 모두를 위한 탄소중립 시대를 열어갈 것입니다' | 2050탄소중립위원회 출범식
https://t.co/4p5eSAJD6X https://t.co/ZW2tyQmwpC","210529 [President's words] 2050 Carbon Neutral Committee 'We will open the era of carbon neutral for all citizens' | 2050 Carbon Neutral Committee launching ceremony
https://t.co/4p5esajd6x https://t.co/zw2Tyqmwpc"
175,2022-05-29 11:00:01+00:00,timetomoonjaein,"210529 문 대통령이 건넨 특별한 위촉장! 그속에 담긴 의미를 알고 나니 자신감 뿜뿜! 2021 P4G 서울 정상회의를 앞두고 개최된 대통령 직속 ‘2050탄소중립위원회’ 출범식
https://t.co/U2btrOYvFt https://t.co/o7LpUjPZKr","210529 special commission given by President Moon! After knowing the meaning in it, confidence! 2021 P4G Seoul Summit Ceremony, which was held directly under the presidential presidential meeting ahead of the summit
https://t.co/u2btroyvft https://t.co/o7lpujpzkr"
176,2022-05-29 10:00:02+00:00,timetomoonjaein,210529 2050 탄소중립위원회 출범 https://t.co/G1FXIoKRUE,210529 2050 Carbon Neutral Committee launch https://t.co/g1fxiokrue
177,2022-05-27 21:45:34+00:00,kanryu_style,하지원 Ha Ji Won ハ・ジウォン 河智苑【2050 탄소 중립 https://t.co/2pEXOmF10v #ハジウォン,Ha Ji -won ha ji Won ・ ォ ン 智 【【2050 carbon neutral https://t.co/2pexomf10v
178,2022-05-27 02:34:39+00:00,jesusokm7,"포천시 봉사단체 '같이 플러스' 탄소중립 생활실천 캠페인 추진: 포천시 봉사단체 같이플러스는 지난 25일 하나로마트 소흘농협 본점 앞에서 탄소중립 생활실천 캠페인을 추진했다.이번 탄소중립 생활실천 캠페인은 2050년 탄소중립 실현 및 기후위기 대응을 위해, 소흘읍 https://t.co/5en1WILFNv","Pocheon City Volunteer Group 'Plus' Carbon Neutral Living Practice Campaign: Pocheon City Volunteer Group promoted a carbon neutral living campaign in front of Hanaro Mart Soyul Nonghyup Headquarters. And to respond to climate crisis, Soyul -eup https://t.co/5en1wilfnv"
179,2022-05-26 07:23:50+00:00,NewsAll08855120,"[YTN][부산]2050 탄소 중립 도시 이행계획 공개 
발행일시: 2022-05-26 16:19 
https://t.co/HAOvztplxC 
 
#뉴스 #최신뉴스","[YTN] [Busan] 2050 Carbon Neutral City Implementation Plan Disclosure
Issuance date and time: 2022-05-26 16:19
https://t.co/haovztplxc
 
#News #Latest News"
